# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3134642	3135085	-					pts31A		lp_3519	444		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3134642	3135085	-	CCC80485.1			PTS system fructose-specific EIIA component	pts31A		lp_3519	444	147	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3135461	3135943	-					pts32A		lp_3520	483		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3135461	3135943	-	CCC80486.1			PTS system glucose-specific EIICBA component	pts32A		lp_3520	483	160	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3135956	3136804	-							lp_3521	849		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3135956	3136804	-	CCC80487.1			transcription regulator, RpiR family			lp_3521	849	282	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3136842	3138338	-					pts32BC		lp_3522	1497		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3136842	3138338	-	CCC80488.1			PTS system sucrose-specific EIIBC component	pts32BC		lp_3522	1497	498	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3138353	3139243	-							lp_3523	891		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3138353	3139243	-	CCC80489.1			N-acetylmuramic acid-6-phosphate etherase			lp_3523	891	296	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3139240	3140295	-							lp_3524	1056		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3139240	3140295	-	CCC80490.1			PTS-associated protein			lp_3524	1056	351	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3140480	3141922	-					pbg9		lp_3525	1443		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3140480	3141922	-	CCC80491.1			6-phospho-beta-glucosidase	pbg9		lp_3525	1443	480	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3142011	3143474	-					pbg10		lp_3526	1464		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3142011	3143474	-	CCC80492.1			6-phospho-beta-glucosidase	pbg10		lp_3526	1464	487	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3143494	3145494	-					pts33BCA		lp_3527	2001		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3143494	3145494	-	CCC80493.1			PTS system beta-glucoside-specific EIIBCA component	pts33BCA		lp_3527	2001	666	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3145662	3146510	-					bglG5		lp_3529	849		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3145662	3146510	-	CCC80494.1			transcription antiterminator, BlgB family	bglG5		lp_3529	849	282	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3146732	3148936	-					treP		lp_3530	2205		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3146732	3148936	-	CCC80495.1			trehalose phosphorylase	treP		lp_3530	2205	734	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3149184	3150161	-							lp_3531	978		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3149184	3150161	-	CCC80496.1			transcription regulator, LacI family			lp_3531	978	325	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3150331	3151752	+							lp_3533	1422		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3150331	3151752	+	CCC80497.1			carbohydrate symporter, GPH family,maltose-isomaltose (or trehalose), not sucrose			lp_3533	1422	473	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3151783	3154083	+					agl		lp_3534	2301		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3151783	3154083	+	CCC80498.1			alpha-glucosidase (malto-oligosaccharides)	agl		lp_3534	2301	766	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3154175	3154411	-							lp_3535	237		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3154175	3154411	-	CCC80499.1			hypothetical protein			lp_3535	237	78	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3154512	3155486	-					bsh1		lp_3536	975		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3154512	3155486	-	CCC80500.1			choloylglycine hydrolase	bsh1		lp_3536	975	324	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3155694	3156509	-							lp_3537	816		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3155694	3156509	-	CCC80501.1			hydrolase, HAD superfamily, Cof family			lp_3537	816	271	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3156582	3158579	-					tkt4		lp_3538	1998		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3156582	3158579	-	CCC80502.1			transketolase	tkt4		lp_3538	1998	665	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3158609	3159262	-					tal2		lp_3539	654		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3158609	3159262	-	CCC80503.1			transaldolase	tal2		lp_3539	654	217	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3159329	3160699	-							lp_3540	1371		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3159329	3160699	-	CCC80504.1			PTS system, ascorbate-specific EIIC component			lp_3540	1371	456	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3160723	3161019	-					pts34B		lp_3541	297		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3160723	3161019	-	CCC80505.1			PTS system, lactose/cellobiose-specific EIIB component	pts34B		lp_3541	297	98	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3161032	3161490	-					pts34A		lp_3542	459		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3161032	3161490	-	CCC80506.1			PTS system, mannitol-specific EIIA component	pts34A		lp_3542	459	152	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3161661	3163712	+							lp_3543	2052		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3161661	3163712	+	CCC80507.1			bifunctional protein: transcription regulator; PTS system, mannitol(cryptic)-specific EIIA component			lp_3543	2052	683	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3163852	3164475	-					gph3		lp_3544	624		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3163852	3164475	-	CCC80508.1			phosphohydrolase, possibly 2-phosphoglycolate phosphohydrolase or inorganic pyrophosphatase	gph3		lp_3544	624	207	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3164581	3165639	-							lp_3545	1059		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3164581	3165639	-	CCC80509.1			D-arabitol-phosphate dehydrogenase			lp_3545	1059	352	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3165720	3166991	-					pts35C		lp_3546	1272		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3165720	3166991	-	CCC80510.1			PTS system, galactitol-specific EIIC component	pts35C		lp_3546	1272	423	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3167026	3167322	-					pts35B		lp_3547	297		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3167026	3167322	-	CCC80511.1			PTS system, galactitol-specific EIIB component	pts35B		lp_3547	297	98	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3167357	3167827	-					pts35A		lp_3548	471		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3167357	3167827	-	CCC80512.1			PTS system, galactitol-specific EIIA component	pts35A		lp_3548	471	156	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3168151	3168918	+							lp_3549	768		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3168151	3168918	+	CCC80513.1			transcription regulator, DeoR family			lp_3549	768	255	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3169087	3171477	+					xfp		lp_3551	2391		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3169087	3171477	+	CCC80514.1			xylulose-5-phosphate phosphoketolase	xfp		lp_3551	2391	796	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3171557	3171955	-							lp_3552	399		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3171557	3171955	-	CCC80515.1			hypothetical protein, DUF1694 family			lp_3552	399	132	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3172037	3172597	-					araO		lp_3553	561		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3172037	3172597	-	CCC80516.1			arabinose O-acetyltransferase	araO		lp_3553	561	186	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3172678	3174102	-					araA		lp_3554	1425		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3172678	3174102	-	CCC80517.1			L-arabinose isomerase	araA		lp_3554	1425	474	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3174154	3174882	-					araD		lp_3555	729		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3174154	3174882	-	CCC80518.1			L-ribulose 5-phosphate 4-epimerase	araD		lp_3555	729	242	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3174900	3176501	-					araB		lp_3556	1602		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3174900	3176501	-	CCC80519.1			L-ribulokinase	araB		lp_3556	1602	533	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3176518	3177918	-					araP		lp_3557	1401		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3176518	3177918	-	CCC80520.1			arabinose (promiscuous) transporter, major facilitator superfamily (MFS)	araP		lp_3557	1401	466	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3178213	3179289	-					araR		lp_3558	1077		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3178213	3179289	-	CCC80521.1			transcription regulator, GntR family	araR		lp_3558	1077	358	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3179648	3180469	+							lp_3559	822		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3179648	3180469	+	CCC80522.1			transcription regulator, RpiR family			lp_3559	822	273	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3180518	3180925	-							lp_3560	408		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3180518	3180925	-	CCC80523.1			hypothetical protein, DUF1694 family			lp_3560	408	135	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3180935	3181771	-							lp_3561	837		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3180935	3181771	-	CCC80524.1			lipase/esterase			lp_3561	837	278	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3181784	3182620	-							lp_3562	837		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3181784	3182620	-	CCC80525.1			lipase/esterase			lp_3562	837	278	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3182798	3184306	-							lp_3563	1509		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3182798	3184306	-	CCC80526.1			sodium-coupled N-acetylneuraminate transporter			lp_3563	1509	502	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3184303	3185499	-					napA4		lp_3565	1197		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3184303	3185499	-	CCC80527.1			Na(+)/H(+) antiporter	napA4		lp_3565	1197	398	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3185514	3186245	-							lp_3566	732		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3185514	3186245	-	CCC80528.1			N-acetylglucosamine 2-epimerase			lp_3566	732	243	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3186451	3187314	-					nanK		lp_3567	864		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3186451	3187314	-	CCC80529.1			bifunctional protein: N-acetyl mannosamine kinase, ROK family; transcription regulator	nanK		lp_3567	864	287	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3187587	3188465	+					nanA		lp_3568	879		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3187587	3188465	+	CCC80530.1			N-acetylneuraminate lyase	nanA		lp_3568	879	292	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3188495	3188926	-							lp_3569	432		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3188495	3188926	-	CCC80531.1			transposase			lp_3569	432	143	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3188859	3189269	-							lp_3570	411		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3188859	3189269	-	CCC80532.1			transposase			lp_3570	411	136	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3189353	3190039	+					nanE		lp_3571	687		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3189353	3190039	+	CCC80533.1			N-acetylmannosamine-6-phosphate 2-epimerase	nanE		lp_3571	687	228	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3190178	3191383	-							lp_3572	1206		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3190178	3191383	-	CCC80534.1			FAD-dependent pyridine nucleotide-disulphide oxidoreductase			lp_3572	1206	401	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3191851	3192222	+							lp_3573	372		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3191851	3192222	+	CCC80535.1			pyrimidine dimer DNA glycosylase			lp_3573	372	123	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3192187	3192381	-							lp_3574	195		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3192187	3192381	-	CCC80536.1			hypothetical protein			lp_3574	195	64	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3192418	3192966	-							lp_3575	549		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3192418	3192966	-	CCC80537.1			hypothetical membrane protein			lp_3575	549	182	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3193161	3193295	-							lp_3576	135		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3193161	3193295	-	CCC80538.1			hypothetical protein			lp_3576	135	44	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3193312	3193557	-							lp_3577	246		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3193312	3193557	-	CCC80539.1			hypothetical membrane protein			lp_3577	246	81	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3193903	3195357	+					kat		lp_3578	1455		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3193903	3195357	+	CCC80540.1			catalase	kat		lp_3578	1455	484	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3195515	3195952	-					spx5		lp_3579	438		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3195515	3195952	-	CCC80541.1			RNA polymerase (RNAP)-binding regulatory protein, arsenate reductase (ArsC) family, Spx subfamily	spx5		lp_3579	438	145	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3196308	3197051	-					lamA		lp_3580	744		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3196308	3197051	-	CCC80542.1			two-component system response regulator; accesory gene regulator protein A	lamA		lp_3580	744	247	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3197044	3198303	-					lamC		lp_3581	1260		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3197044	3198303	-	CCC80543.1			two-component system histidine protein kinase; sensor protein	lamC		lp_3581	1260	419	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3198318	3198440	-					lamD		lp_3581a	123		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3198318	3198440	-	CCC80544.1			auto-inducing peptide (AIP) precursor	lamD		lp_3581a	123	40	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3198421	3199023	-					lamB		lp_3582	603		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3198421	3199023	-	CCC80545.1			auto-inducing peptide (AIP) export/modification protein	lamB		lp_3582	603	200	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3199391	3201505	-					clpL		lp_3583	2115		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3199391	3201505	-	CCC80546.1			ATP-dependent Clp protease, ATP-binding subunit ClpL	clpL		lp_3583	2115	704	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3202766	3203866	-					lox		lp_3586	1101		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3202766	3203866	-	CCC80547.1			NAD-independent L-lactate dehydrogenase	lox		lp_3586	1101	366	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3203893	3205647	-					pox4		lp_3587	1755		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3203893	3205647	-	CCC80548.1			pyruvate oxidase	pox4		lp_3587	1755	584	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3205729	3206154	-							lp_3588	426		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3205729	3206154	-	CCC80549.1			transcription regulator, Rrf2 family			lp_3588	426	141	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3206327	3208138	-					pox5		lp_3589	1812		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3206327	3208138	-	CCC80550.1			pyruvate oxidase	pox5		lp_3589	1812	603	
